dataset,pub,type,num,url
ifad-activitity-cf,ifad,activities,9,"https://webapps.ifad.org/iati/ifad_cf_activities.xml"
ifad-activitity-cg,ifad,activities,9,"https://webapps.ifad.org/iati/ifad_cg_activities.xml"
ifad-activitity-ci,ifad,activities,12,"https://webapps.ifad.org/iati/ifad_ci_activities.xml"
ifad-activitity-cl,ifad,activities,1,"https://webapps.ifad.org/iati/ifad_cl_activities.xml"
ifad-activitity-cm,ifad,activities,12,"https://webapps.ifad.org/iati/ifad_cm_activities.xml"
ifad-activitity-cn,ifad,activities,33,"https://webapps.ifad.org/iati/ifad_cn_activities.xml"
ifad-activitity-co,ifad,activities,5,"https://webapps.ifad.org/iati/ifad_co_activities.xml"
ifad-activitity-cr,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_cr_activities.xml"
ifad-activitity-cu,ifad,activities,4,"https://webapps.ifad.org/iati/ifad_cu_activities.xml"
ifad-activitity-cv,ifad,activities,5,"https://webapps.ifad.org/iati/ifad_cv_activities.xml"
ifad-activitity-cy,ifad,activities,1,"https://webapps.ifad.org/iati/ifad_cy_activities.xml"
ifad-activitity-dj,ifad,activities,8,"https://webapps.ifad.org/iati/ifad_dj_activities.xml"
ifad-activitity-dm,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_dm_activities.xml"
ifad-activitity-do,ifad,activities,9,"https://webapps.ifad.org/iati/ifad_do_activities.xml"
ifad-activitity-dz,ifad,activities,5,"https://webapps.ifad.org/iati/ifad_dz_activities.xml"
ifad-activitity-ec,ifad,activities,11,"https://webapps.ifad.org/iati/ifad_ec_activities.xml"
ifad-activitity-eg,ifad,activities,14,"https://webapps.ifad.org/iati/ifad_eg_activities.xml"
ifad-activitity-er,ifad,activities,8,"https://webapps.ifad.org/iati/ifad_er_activities.xml"
ifad-activitity-et,ifad,activities,21,"https://webapps.ifad.org/iati/ifad_et_activities.xml"
ifad-activitity-fj,ifad,activities,1,"https://webapps.ifad.org/iati/ifad_fj_activities.xml"
ifad-activitity-ga,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_ga_activities.xml"
ifad-activitity-gd,ifad,activities,4,"https://webapps.ifad.org/iati/ifad_gd_activities.xml"
ifad-activitity-ge,ifad,activities,6,"https://webapps.ifad.org/iati/ifad_ge_activities.xml"
ifad-activitity-gh,ifad,activities,20,"https://webapps.ifad.org/iati/ifad_gh_activities.xml"
ifad-activitity-gm,ifad,activities,11,"https://webapps.ifad.org/iati/ifad_gm_activities.xml"
ifad-activitity-gn,ifad,activities,14,"https://webapps.ifad.org/iati/ifad_gn_activities.xml"
ifad-activitity-gq,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_gq_activities.xml"
ifad-activitity-gt,ifad,activities,9,"https://webapps.ifad.org/iati/ifad_gt_activities.xml"
ifad-activitity-gw,ifad,activities,5,"https://webapps.ifad.org/iati/ifad_gw_activities.xml"
ifad-activitity-gy,ifad,activities,4,"https://webapps.ifad.org/iati/ifad_gy_activities.xml"
ifad-activitity-hn,ifad,activities,13,"https://webapps.ifad.org/iati/ifad_hn_activities.xml"
ifad-activitity-ht,ifad,activities,11,"https://webapps.ifad.org/iati/ifad_ht_activities.xml"
ifad-activitity-id,ifad,activities,20,"https://webapps.ifad.org/iati/ifad_id_activities.xml"
ifad-activitity-in,ifad,activities,32,"https://webapps.ifad.org/iati/ifad_in_activities.xml"
ifad-activitity-iq,ifad,activities,1,"https://webapps.ifad.org/iati/ifad_iq_activities.xml"
ifad-activitity-jm,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_jm_activities.xml"
ifad-activitity-jo,ifad,activities,9,"https://webapps.ifad.org/iati/ifad_jo_activities.xml"
ifad-activitity-ke,ifad,activities,20,"https://webapps.ifad.org/iati/ifad_ke_activities.xml"
ifad-activitity-kg,ifad,activities,7,"https://webapps.ifad.org/iati/ifad_kg_activities.xml"
ifad-activitity-kh,ifad,activities,12,"https://webapps.ifad.org/iati/ifad_kh_activities.xml"
ifad-activitity-ki,ifad,activities,1,"https://webapps.ifad.org/iati/ifad_ki_activities.xml"
ifad-activitity-km,ifad,activities,6,"https://webapps.ifad.org/iati/ifad_km_activities.xml"
ifad-activitity-kp,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_kp_activities.xml"
ifad-activitity-la,ifad,activities,17,"https://webapps.ifad.org/iati/ifad_la_activities.xml"
ifad-activitity-lb,ifad,activities,5,"https://webapps.ifad.org/iati/ifad_lb_activities.xml"
ifad-activitity-lc,ifad,activities,2,"https://webapps.ifad.org/iati/ifad_lc_activities.xml"
ifad-activitity-lk,ifad,activities,19,"https://webapps.ifad.org/iati/ifad_lk_activities.xml"
ifad-activitity-lr,ifad,activities,8,"https://webapps.ifad.org/iati/ifad_lr_activities.xml"
ifad-activitity-ls,ifad,activities,11,"https://webapps.ifad.org/iati/ifad_ls_activities.xml"
ifad-activitity-ma,ifad,activities,16,"https://webapps.ifad.org/iati/ifad_ma_activities.xml"
ifad-activitity-md,ifad,activities,8,"https://webapps.ifad.org/iati/ifad_md_activities.xml"
ifad-activitity-me,ifad,activities,1,"https://webapps.ifad.org/iati/ifad_me_activities.xml"
ifad-activitity-mg,ifad,activities,18,"https://webapps.ifad.org/iati/ifad_mg_activities.xml"
ifad-activitity-mk,ifad,activities,2,"https://webapps.ifad.org/iati/ifad_mk_activities.xml"
ifad-activitity-ml,ifad,activities,17,"https://webapps.ifad.org/iati/ifad_ml_activities.xml"
ifad-activitity-mm,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_mm_activities.xml"
ifad-activitity-mn,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_mn_activities.xml"
ifad-activitity-mr,ifad,activities,16,"https://webapps.ifad.org/iati/ifad_mr_activities.xml"
ifad-activitity-mu,ifad,activities,3,"https://webapps.ifad.org/iati/ifad_mu_activities.xml"
ifad-activitity-mv,ifad,activities,7,"https://webapps.ifad.org/iati/ifad_mv_activities.xml"
ifad-activitity-mw,ifad,activities,14,"https://webapps.ifad.org/iati/ifad_mw_activities.xml"
ifad-activitity-mx,ifad,activities,12,"https://webapps.ifad.org/iati/ifad_mx_activities.xml"
ifad-activitity-mz,ifad,activities,15,"https://webapps.ifad.org/iati/ifad_mz_activities.xml"
ifad-activitity-na,ifad,activities,1,"https://webapps.ifad.org/iati/ifad_na_activities.xml"
ifad-activitity-ne,ifad,activities,15,"https://webapps.ifad.org/iati/ifad_ne_activities.xml"
ifad-activitity-ng,ifad,activities,12,"https://webapps.ifad.org/iati/ifad_ng_activities.xml"
ifad-activitity-ni,ifad,activities,10,"https://webapps.ifad.org/iati/ifad_ni_activities.xml"
ifad-activitity-np,ifad,activities,19,"https://webapps.ifad.org/iati/ifad_np_activities.xml"
ifad-activitity-pa,ifad,activities,8,"https://webapps.ifad.org/iati/ifad_pa_activities.xml"
ifad-activitity-pe,ifad,activities,12,"https://webapps.ifad.org/iati/ifad_pe_activities.xml"
ifad-activitity-pg,ifad,activities,5,"https://webapps.ifad.org/iati/ifad_pg_activities.xml"
ifad-activitity-ph,ifad,activities,17,"https://webapps.ifad.org/iati/ifad_ph_activities.xml"
